date,symbol,open_price,close_price,volume,sector
2023-11-22,MSFT,531.82,535.04,980878,Technology
2023-11-13,MSFT,359.01,361.65,570576,Technology
2023-11-28,TSLA,315.35,301.18,950154,Automotive
2023-11-08,GOOGL,104.66,105.19,975231,Technology
2023-11-06,MSFT,356.87,341.14,807066,Technology
2023-11-04,MSFT,746.74,710.45,354487,Technology
2023-11-11,AAPL,266.3,256.73,340320,Technology
2023-11-05,TSLA,821.8,848.56,799867,Automotive
2023-11-01,TSLA,752.13,728.85,282502,Automotive
2023-11-11,AAPL,334.7,349.25,608275,Technology
2023-11-10,AMZN,612.81,597.23,578390,Consumer
2023-11-03,AAPL,578.99,573.86,18538,Technology
2023-11-13,AAPL,549.87,546.24,823478,Technology
2023-11-21,AAPL,794.95,778.68,259421,Technology
2023-11-10,MSFT,192.01,184.09,452914,Technology
2023-11-24,AMZN,428.51,447.02,210505,Consumer
2023-11-30,TSLA,997.54,965.61,805905,Automotive
2023-11-27,AAPL,120.33,118.44,115675,Technology
2023-11-12,TSLA,894.79,890.28,451418,Automotive
2023-11-11,GOOGL,529.93,515.57,94670,Technology
2023-11-24,TSLA,606.96,613.66,173088,Automotive
2023-11-01,GOOGL,178.02,170.91,789996,Technology
2023-11-09,TSLA,356.43,372.16,29127,Automotive
2023-11-21,MSFT,241.58,248.18,938708,Technology
2023-11-23,AAPL,241.85,246.35,867529,Technology
2023-11-03,AAPL,990.46,1018.38,377556,Technology
2023-11-20,MSFT,922.58,879.05,735591,Technology
2023-11-29,AAPL,309.36,300.66,553021,Technology
2023-11-19,AMZN,627.41,617.16,339273,Consumer
2023-11-24,TSLA,298.81,300.77,983188,Automotive
2023-11-15,AMZN,689.31,694.27,497025,Consumer
2023-11-09,GOOGL,802.46,804.41,597296,Technology
2023-11-18,AAPL,324.54,323.13,963625,Technology
2023-11-06,MSFT,715.97,714.66,353618,Technology
2023-11-18,GOOGL,952.23,990.28,687224,Technology
2023-11-02,AMZN,148.31,150.3,609502,Consumer
2023-11-16,AAPL,880.75,870.33,313848,Technology
2023-11-23,GOOGL,540.62,554.87,93318,Technology
2023-11-03,AMZN,968.8,957.5,40557,Consumer
2023-12-18,AAPL,296.77,296.93,28824,Technology
2023-12-17,AMZN,582.61,610.17,397922,Consumer
2023-12-09,GOOGL,795.76,834.37,897865,Technology
2023-12-17,MSFT,731.64,745.07,75870,Technology
2023-12-20,TSLA,789.25,759.92,499369,Automotive
2023-12-22,GOOGL,741.65,734.16,705314,Technology
2023-12-13,AMZN,292.81,282.04,981957,Consumer
2023-12-20,TSLA,695.68,694.75,200122,Automotive
2023-12-14,GOOGL,151.19,151.31,893697,Technology
2023-12-27,AAPL,583.87,584.21,139890,Technology
2023-12-17,AAPL,768.18,741.71,296442,Technology
2023-12-02,GOOGL,427.8,409.4,697503,Technology
2023-12-14,MSFT,778.13,805.63,877325,Technology
2023-12-10,AMZN,537.08,531.11,702364,Consumer
2023-12-19,AMZN,327.04,313.37,21324,Consumer
2023-12-21,AAPL,954.65,925.95,22369,Technology
2023-12-17,TSLA,237.14,228.28,702978,Automotive
2023-12-20,AAPL,800.01,773.11,327147,Technology
2023-12-24,MSFT,865.26,873.95,127935,Technology
2023-12-15,MSFT,162.06,164.45,14266,Technology
2023-12-06,AMZN,612.86,623.17,353737,Consumer
2023-12-28,MSFT,207.6,208.34,800213,Technology
2023-12-06,GOOGL,272.39,278.89,290930,Technology
2023-12-28,MSFT,140.96,134.68,307327,Technology
2023-12-15,GOOGL,315.88,317.52,165136,Technology
2023-12-05,AAPL,975.83,986.45,251921,Technology
2023-12-23,AMZN,952.35,966.42,162450,Consumer
2023-12-27,GOOGL,511.11,492.95,200869,Technology
2023-12-11,TSLA,439.49,458.51,912843,Automotive
2023-12-24,GOOGL,870.41,862.64,334632,Technology
2023-12-15,MSFT,997.68,1022.3,456052,Technology
2023-12-11,MSFT,847.43,826.83,865749,Technology
2023-12-13,MSFT,114.2,111.52,133915,Technology
2023-12-28,AMZN,573.48,587.57,500380,Consumer
2023-12-18,TSLA,977.09,1008.2,644378,Automotive
2023-12-20,AAPL,182.58,183.14,395468,Technology
2023-12-07,MSFT,799.15,804.55,90083,Technology
2023-12-02,AMZN,116.87,121.79,904987,Consumer
2023-12-30,AAPL,259.43,266.51,519119,Technology
2023-12-15,AMZN,913.58,885.63,712256,Consumer
2023-12-19,MSFT,812.24,782.8,301814,Technology
2023-12-09,AMZN,726.46,700.22,740808,Consumer
2023-12-26,AAPL,330.33,341.39,576462,Technology
2023-12-08,AAPL,653.33,636.38,437802,Technology
2023-12-26,TSLA,598.74,592.18,493972,Automotive
2023-12-01,AMZN,133.29,129.31,830538,Consumer
2023-12-28,MSFT,875.92,836.31,688584,Technology
2023-12-31,MSFT,499.55,478.41,145383,Technology
2023-12-27,TSLA,430.25,422.26,293227,Automotive
2023-12-21,TSLA,216.79,225.12,69941,Automotive
2023-12-12,AAPL,566.29,555.2,170834,Technology
2023-12-17,MSFT,317.56,305.57,472435,Technology
2023-12-17,GOOGL,226.79,216.6,992307,Technology
2023-12-14,TSLA,386.68,382.54,647447,Automotive
2023-12-29,TSLA,619.87,633.59,612868,Automotive
2023-12-09,MSFT,602.28,585.71,313071,Technology
2023-12-16,AAPL,411.73,409.36,269900,Technology
2023-12-26,GOOGL,851.34,873.15,313856,Technology
2023-12-03,AAPL,501.8,510.43,915581,Technology
2023-12-14,AAPL,320.26,305.66,461285,Technology
2023-12-18,AMZN,706.3,713.57,917057,Consumer
2023-12-29,AAPL,606.27,589.37,154011,Technology
2023-12-07,AMZN,365.67,354.56,242192,Consumer
2023-12-04,GOOGL,225.96,227.01,193988,Technology
2023-12-16,TSLA,991.29,1036.62,550395,Automotive
2023-12-08,TSLA,749.97,752.65,301614,Automotive
2023-12-20,AAPL,551.99,562.91,452488,Technology
2023-12-02,GOOGL,196.31,188.39,157130,Technology
2023-12-04,AMZN,935.99,917.2,592353,Consumer
2023-12-19,MSFT,472.43,485.62,761053,Technology
2023-12-13,GOOGL,531.11,513.99,418584,Technology
2023-12-14,MSFT,362.3,369.36,515858,Technology
2023-12-21,AMZN,991.63,989.57,421274,Consumer
2023-12-28,GOOGL,559.74,555.16,145564,Technology
2023-12-03,AMZN,591.72,620.7,108391,Consumer
2023-12-05,AMZN,114.65,119.57,166657,Consumer
2023-12-11,GOOGL,146.61,148.45,762253,Technology
2023-12-24,GOOGL,677.42,689.42,72734,Technology
2023-12-26,TSLA,160.78,156.96,42761,Automotive
2023-12-06,MSFT,344.13,329.6,391917,Technology
2023-12-22,AAPL,889.29,921.84,812102,Technology
2023-12-25,GOOGL,796.93,824.54,903477,Technology
2023-12-29,AMZN,684.26,661.97,590275,Consumer
2023-12-30,TSLA,808.29,785.92,618558,Automotive
2023-12-28,AAPL,143.33,142.44,441038,Technology
2023-12-09,MSFT,591.42,567.85,503780,Technology
2023-12-23,AAPL,386.85,404.32,78804,Technology
2023-12-01,TSLA,892.12,925.83,277967,Automotive
2023-12-31,AAPL,975.25,948.72,316076,Technology
2023-12-22,MSFT,676.54,701.0,274832,Technology
2023-12-18,AMZN,464.14,475.13,612344,Consumer
2024-01-06,TSLA,178.24,176.85,32244,Automotive
2024-01-30,TSLA,888.73,872.26,688277,Automotive
2024-01-29,TSLA,336.47,339.32,942435,Automotive
2024-01-11,TSLA,248.61,249.3,637059,Automotive
2024-01-07,GOOGL,302.23,297.34,617886,Technology
2024-01-03,TSLA,618.59,602.69,496948,Automotive
2024-01-21,TSLA,154.86,151.97,53578,Automotive
2024-01-03,TSLA,529.11,551.3,557926,Automotive
2024-01-21,GOOGL,621.03,592.45,86965,Technology
2024-01-02,AAPL,512.46,538.0,105837,Technology
2024-01-02,MSFT,241.97,250.05,738715,Technology
2024-01-03,GOOGL,300.63,305.44,418821,Technology
2024-01-02,AMZN,909.55,881.36,47542,Consumer
2024-01-15,AMZN,727.49,731.45,202158,Consumer
2024-01-24,GOOGL,121.98,118.87,499216,Technology
2024-01-18,TSLA,518.09,521.06,963037,Automotive
2024-01-03,AMZN,156.04,161.23,409396,Consumer
2024-01-20,AMZN,751.76,777.36,965209,Consumer
2024-01-29,TSLA,146.88,153.52,236113,Automotive
2024-01-30,TSLA,397.71,405.78,285076,Automotive
2024-01-07,GOOGL,372.04,379.78,133731,Technology
2024-01-03,AAPL,590.11,598.82,953538,Technology
2024-01-14,AMZN,567.07,563.79,292668,Consumer
2024-01-15,TSLA,398.8,382.86,887088,Automotive
2024-01-21,AMZN,189.74,197.53,17093,Consumer
2024-01-03,AAPL,784.33,800.32,106389,Technology
2024-01-15,TSLA,366.29,373.59,24005,Automotive
2024-01-05,MSFT,759.12,728.01,310445,Technology
2024-01-02,MSFT,823.81,821.2,79957,Technology
2024-01-07,MSFT,197.51,192.25,27240,Technology
2024-01-01,AAPL,225.8,235.88,320149,Technology
2024-01-18,GOOGL,831.75,809.54,812984,Technology
2024-01-27,MSFT,436.87,421.69,968819,Technology
2024-01-03,AMZN,881.28,900.76,302601,Consumer
2024-01-17,MSFT,929.38,915.53,191217,Technology
2024-01-26,AAPL,240.02,246.13,53179,Technology
2024-01-08,TSLA,202.44,201.02,298005,Automotive
2024-01-03,AMZN,360.56,357.14,341544,Consumer
2024-01-20,MSFT,771.22,749.75,817964,Technology
2024-01-26,AAPL,505.47,521.19,879053,Technology
2024-01-20,MSFT,984.15,943.24,678513,Technology
2024-01-15,MSFT,448.67,460.98,712875,Technology
2024-01-19,TSLA,147.13,149.06,351905,Automotive
2024-01-14,TSLA,885.95,871.19,612046,Automotive
2024-01-16,GOOGL,407.56,418.41,202332,Technology
2024-01-11,TSLA,133.97,131.78,804531,Automotive
2024-01-28,GOOGL,835.03,867.15,976670,Technology
2024-01-06,GOOGL,210.37,217.79,475001,Technology
2024-01-10,MSFT,701.06,715.75,577713,Technology
2024-01-05,TSLA,361.33,354.1,166156,Automotive
2024-01-23,GOOGL,814.33,815.04,128257,Technology
2024-01-29,MSFT,270.85,261.62,540728,Technology
2024-01-25,MSFT,634.35,634.81,535473,Technology
2024-01-20,AAPL,921.91,891.95,926100,Technology
2024-01-30,MSFT,430.79,418.76,141057,Technology
2024-01-04,AMZN,218.75,216.9,592303,Consumer
2024-01-04,AMZN,261.98,252.43,673687,Consumer
2024-01-30,AAPL,226.12,237.28,246536,Technology
2024-01-07,TSLA,298.94,292.98,64918,Automotive
2024-01-18,TSLA,295.31,286.71,952092,Automotive
2024-01-27,MSFT,335.41,335.84,522433,Technology
2024-01-05,MSFT,922.9,910.97,435037,Technology
2024-01-09,TSLA,921.48,936.16,17495,Automotive
2024-01-06,AMZN,513.1,499.92,732105,Consumer
2024-01-17,GOOGL,765.69,751.65,112726,Technology
2024-01-17,AMZN,634.43,615.11,113168,Consumer
2024-01-12,GOOGL,743.71,765.21,78558,Technology
2024-01-18,GOOGL,936.93,959.46,542058,Technology
2024-01-11,GOOGL,676.43,671.84,31610,Technology
2024-01-23,AAPL,314.72,302.66,392439,Technology
2024-01-04,AMZN,539.83,517.3,33359,Consumer
2024-01-27,GOOGL,824.9,830.68,559136,Technology
2024-01-26,TSLA,986.94,1004.64,100850,Automotive
2024-01-11,AAPL,993.24,1029.7,134051,Technology
2024-01-21,AAPL,462.57,474.13,729449,Technology
2024-01-24,MSFT,509.23,508.62,611224,Technology
2024-01-06,MSFT,940.53,905.92,903628,Technology
2024-01-07,AAPL,379.15,376.78,888586,Technology
2024-01-09,MSFT,214.24,220.26,282819,Technology
2024-01-15,AAPL,794.29,756.91,847313,Technology
2024-01-23,AMZN,302.06,294.46,961343,Consumer
2024-01-29,AMZN,562.11,572.07,273804,Consumer
2024-01-21,AAPL,119.62,114.41,947335,Technology
2024-01-13,AMZN,419.32,433.54,887278,Consumer
2024-01-14,AAPL,488.19,495.69,637818,Technology
2024-01-06,TSLA,338.74,331.34,250087,Automotive
2024-01-10,MSFT,896.94,885.23,468429,Technology
2024-01-19,TSLA,332.1,345.74,959580,Automotive
2024-01-14,TSLA,624.41,653.43,106071,Automotive
2024-01-29,GOOGL,159.06,162.39,423979,Technology
2024-01-16,TSLA,263.02,252.44,135159,Automotive
2024-01-17,MSFT,478.43,496.94,390737,Technology
2024-02-29,MSFT,191.99,189.68,377417,Technology
2024-02-13,MSFT,974.7,1000.23,533342,Technology
2024-02-08,AAPL,306.05,318.46,902393,Technology
2024-02-10,MSFT,163.77,159.48,702474,Technology
2024-02-13,AAPL,498.82,516.84,578057,Technology
2024-02-19,MSFT,283.83,289.97,251280,Technology
2024-02-21,AAPL,945.04,910.48,122035,Technology
2024-02-29,TSLA,233.28,224.59,324232,Automotive
2024-02-14,AAPL,909.03,882.68,262650,Technology
2024-02-29,TSLA,442.34,420.48,369845,Automotive
2024-02-22,TSLA,577.83,573.53,783169,Automotive
2024-02-29,AAPL,849.37,832.06,379411,Technology
2024-02-21,AAPL,467.67,476.53,493738,Technology
2024-02-13,AMZN,164.06,159.69,278405,Consumer
2024-02-29,MSFT,495.24,493.69,319862,Technology
2024-02-28,MSFT,940.82,941.55,861408,Technology
2024-02-19,AMZN,734.71,757.59,405832,Consumer
2024-02-10,TSLA,713.62,690.79,184573,Automotive
2024-02-23,AAPL,998.73,1033.42,447980,Technology
2024-02-21,GOOGL,455.74,460.27,9060,Technology
2024-02-15,GOOGL,312.64,301.59,207854,Technology
2024-02-08,TSLA,598.88,616.36,940394,Automotive
2024-02-24,AAPL,396.72,399.02,406341,Technology
2024-02-22,MSFT,326.8,338.29,951369,Technology
2024-02-28,AMZN,216.06,220.57,89834,Consumer
2024-02-26,AMZN,637.07,606.26,541410,Consumer
2024-02-24,AMZN,519.25,520.15,135568,Consumer
2024-02-27,AMZN,552.58,572.93,872776,Consumer
2024-02-28,MSFT,941.26,915.42,994508,Technology
2024-02-14,TSLA,137.07,142.06,86168,Automotive
2024-02-03,GOOGL,790.26,783.67,671030,Technology
2024-02-28,GOOGL,495.64,494.86,214933,Technology
2024-02-22,AAPL,950.71,951.23,253422,Technology
2024-02-19,TSLA,275.19,276.65,78103,Automotive
2024-02-13,TSLA,903.82,871.26,977610,Automotive
2024-02-13,AAPL,431.52,439.02,437774,Technology
2024-02-03,GOOGL,469.34,482.25,966236,Technology
2024-02-20,MSFT,889.07,845.44,596551,Technology
2024-02-02,TSLA,110.29,111.98,727420,Automotive
2024-02-10,GOOGL,464.87,464.99,939599,Technology
2024-02-13,GOOGL,348.08,363.31,761242,Technology
2024-02-21,TSLA,792.11,828.14,416973,Automotive
2024-02-02,AMZN,249.38,240.38,217656,Consumer
2024-02-22,AMZN,671.36,684.61,892401,Consumer
2024-02-26,AAPL,141.35,143.13,878345,Technology
2024-02-07,AMZN,510.87,536.0,449580,Consumer
2024-02-15,TSLA,790.4,784.36,422818,Automotive
2024-02-26,AAPL,508.03,513.56,325314,Technology
2024-02-01,TSLA,102.31,105.98,13884,Automotive
2024-02-16,GOOGL,587.39,595.38,728146,Technology
2024-02-25,AAPL,582.33,609.39,218722,Technology
2024-02-14,AAPL,624.09,609.04,853227,Technology
2024-02-12,GOOGL,258.49,260.88,846372,Technology
2024-02-01,MSFT,984.14,951.46,929325,Technology
2024-02-15,TSLA,685.87,698.71,171557,Automotive
2024-02-03,AAPL,177.14,174.37,568750,Technology
2024-02-08,TSLA,801.85,778.94,233103,Automotive
2024-02-24,MSFT,752.67,757.11,957956,Technology
2024-02-28,MSFT,671.05,637.81,287814,Technology
2024-02-26,GOOGL,653.03,661.75,423988,Technology
2024-02-24,MSFT,781.16,783.58,19786,Technology
2024-02-10,TSLA,375.5,359.18,48939,Automotive
2024-03-30,AAPL,596.84,616.5,649564,Technology
2024-03-13,AMZN,384.56,394.25,77066,Consumer
2024-03-05,TSLA,398.03,379.23,920641,Automotive
2024-03-12,MSFT,260.71,272.77,279361,Technology
2024-03-29,AMZN,101.52,105.84,565607,Consumer
2024-03-23,GOOGL,769.29,767.34,272782,Technology
2024-03-19,GOOGL,444.73,429.29,225345,Technology
2024-03-06,AMZN,222.13,221.28,53727,Consumer
2024-03-18,TSLA,797.18,794.38,866845,Automotive
2024-03-03,GOOGL,419.34,409.21,294243,Technology
2024-03-01,TSLA,731.07,714.71,11644,Automotive
2024-03-16,TSLA,953.26,913.76,756053,Automotive
2024-03-10,TSLA,978.95,981.36,297745,Automotive
2024-03-08,AAPL,616.66,614.77,462865,Technology
2024-03-23,GOOGL,662.96,647.36,86131,Technology
2024-03-12,MSFT,635.54,656.15,966940,Technology
2024-03-30,AMZN,878.42,906.96,2206,Consumer
2024-03-13,TSLA,723.43,734.27,894140,Automotive
2024-03-24,GOOGL,778.74,757.37,710176,Technology
2024-03-01,MSFT,626.1,646.29,986967,Technology
2024-03-02,TSLA,477.21,488.77,163029,Automotive
2024-03-14,MSFT,126.06,123.2,800444,Technology
2024-03-05,MSFT,179.32,185.5,256135,Technology
2024-03-03,TSLA,217.94,215.25,171128,Automotive
2024-03-16,GOOGL,972.63,983.39,789939,Technology
2024-03-07,AMZN,310.6,302.5,848903,Consumer
