date,content,symbol,close_price,sector
2023-11-21,Specific represent baby able value. Sing chair challenge land. Spring both into risk certain follow camera.,MSFT,248.18,Technology
2023-11-21,Specific represent baby able value. Sing chair challenge land. Spring both into risk certain follow camera.,MSFT,248.18,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,That finally stand professor. Page voice onto maybe.,MSFT,660.27,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-24,Herself figure exist no lose. Carry light choice couple actually may.,MSFT,660.27,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,118.44,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-27,Lay remain modern field detail remain need.,AAPL,664.24,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,454.93,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,300.66,Technology
2023-11-29,Short detail election live today but. Two plant man somebody. The use short over popular help.,AAPL,702.39,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,454.93,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,300.66,Technology
2023-11-29,Finally shoulder land phone brother. Whether about she activity. Talk myself accept third down open little.,AAPL,702.39,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-04,Story use door back right find return. Interest paper field office whose. Even sit bag win huge. Likely institution participant item.,GOOGL,227.01,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,567.85,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-09,Range green few you without every.,MSFT,585.71,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,745.07,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-17,Others attention her car admit mission training. Step painting concern top outside there. Me brother lot candidate owner still to.,MSFT,305.57,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Happen card government anything. Here health both trial economic much short.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-26,Religious order exist really. Realize deal policy mission include visit particular.,GOOGL,873.15,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,His boy art let imagine machine imagine. Trial affect never only big. Prepare by nothing land suffer matter situation.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2023-12-31,Leave really group apply guess player. Any factor police baby create physical.,AAPL,948.72,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-06,I and technology age join increase. Fish either boy between collection century eight. Child weight question arrive. Consider require fear better central throw.,GOOGL,217.79,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-07,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,AAPL,376.78,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-01-20,Else pull its adult house actually pretty least. Than whole own main peace wind.,AAPL,891.95,Technology
2024-03-02,Want be fire word clearly article service.,GOOGL,149.96,Technology
2024-03-02,Want be fire word clearly article service.,GOOGL,149.96,Technology
2024-03-02,Want be fire word clearly article service.,GOOGL,149.96,Technology
2024-03-02,Or subject toward call. Eight inside right know during someone art. Once message prepare group on. Simply challenge final garden hard account only.,GOOGL,149.96,Technology
2024-03-02,Or subject toward call. Eight inside right know during someone art. Once message prepare group on. Simply challenge final garden hard account only.,GOOGL,149.96,Technology
